Province/State,Country/Region,Confirmed,Deaths,Recovered
"Dawson, Texas, US",US,11,1,0
"Day, South Dakota, US",US,0,0,0
"De Soto, Louisiana, US",US,148,8,0
"De Witt, Illinois, US",US,1,0,0
"DeKalb, Alabama, US",US,40,2,0
"DeKalb, Georgia, US",US,1428,24,0
"DeKalb, Illinois, US",US,54,1,0
"DeKalb, Indiana, US",US,12,1,0
"DeKalb, Missouri, US",US,3,0,0
"DeKalb, Tennessee, US",US,10,0,0
"DeSoto, Florida, US",US,20,4,0
"DeSoto, Mississippi, US",US,231,3,0
"DeWitt, Texas, US",US,13,0,0
"Deaf Smith, Texas, US",US,12,0,0
"Dearborn, Indiana, US",US,63,5,0
"Decatur, Georgia, US",US,60,1,0
"Decatur, Indiana, US",US,150,18,0
"Decatur, Tennessee, US",US,4,0,0
"Deer Lodge, Montana, US",US,3,0,0
"Defiance, Ohio, US",US,14,0,0
"Del Norte, California, US",US,2,0,0
"Delaware, Indiana, US",US,104,6,0
"Delaware, Iowa, US",US,2,0,0
"Delaware, New York, US",US,45,4,0
"Delaware, Ohio, US",US,120,3,0
"Delaware, Oklahoma, US",US,78,5,0
"Delaware, Pennsylvania, US",US,2369,91,0
"Delta, Colorado, US",US,21,1,0
"Delta, Michigan, US",US,11,1,0
"Delta, Texas, US",US,1,0,0
"Denton, Texas, US",US,576,16,0
"Denver, Colorado, US",US,1709,75,0
"Des Moines, Iowa, US",US,11,0,0
"Deschutes, Oregon, US",US,64,0,0
"Desha, Arkansas, US",US,7,0,0
"Deuel, South Dakota, US",US,1,0,0
"Dewey, Oklahoma, US",US,2,0,0
"Dickens, Texas, US",US,1,0,0
"Dickenson, Virginia, US",US,0,0,0
"Dickinson, Iowa, US",US,1,0,0
"Dickinson, Kansas, US",US,1,0,0
"Dickinson, Michigan, US",US,1,2,0
"Dickson, Tennessee, US",US,45,0,0
"Dillon, South Carolina, US",US,20,0,0
"Dimmit, Texas, US",US,1,0,0
"Dinwiddie, Virginia, US",US,7,0,0
"District of Columbia, District of Columbia, US",US,2697,96,0
"Divide, North Dakota, US",US,1,0,0
"Dixie, Florida, US",US,3,0,0
"Dodge, Georgia, US",US,19,0,0
"Dodge, Minnesota, US",US,18,0,0
"Dodge, Nebraska, US",US,16,0,0
"Dodge, Wisconsin, US",US,18,1,0
"Dona Ana, New Mexico, US",US,68,1,0
"Doniphan, Kansas, US",US,1,0,0
"Donley, Texas, US",US,23,0,0
"Dooly, Georgia, US",US,66,4,0
"Door, Wisconsin, US",US,8,1,0
"Dorchester, Maryland, US",US,20,1,0
"Dorchester, South Carolina, US",US,87,1,0
"Dougherty, Georgia, US",US,1328,94,0
"Douglas, Colorado, US",US,352,16,0
"Douglas, Georgia, US",US,224,6,0
"Douglas, Illinois, US",US,12,0,0
"Douglas, Kansas, US",US,43,0,0
"Douglas, Minnesota, US",US,2,0,0
"Douglas, Nebraska, US",US,272,8,0
"Douglas, Nevada, US",US,15,0,0
"Douglas, Oregon, US",US,22,0,0
"Douglas, Washington, US",US,33,1,0
"Douglas, Wisconsin, US",US,8,0,0
"Drew, Arkansas, US",US,5,1,0
"DuPage, Illinois, US",US,1610,85,0
"Dubois, Indiana, US",US,16,0,0
"Dubuque, Iowa, US",US,43,1,0
"Dukes and Nantucket, Massachusetts, US",US,22,1,0
"Dunklin, Missouri, US",US,17,2,0
"Dunn, North Dakota, US",US,9,0,0
"Dunn, Wisconsin, US",US,9,0,0
"Duplin, North Carolina, US",US,24,0,0
"Durham, North Carolina, US",US,404,5,0
"Dutchess, New York, US",US,2212,28,0
"Duval, Florida, US",US,839,15,0
"Duval, Texas, US",US,1,0,0
"Dyer, Tennessee, US",US,28,0,0
"Eagle, Colorado, US",US,478,7,0
"Early, Georgia, US",US,161,8,0
"East Baton Rouge, Louisiana, US",US,1440,72,0
"East Carroll, Louisiana, US",US,1,0,0
"East Feliciana, Louisiana, US",US,86,7,0
"Eastland, Texas, US",US,3,0,0
"Eaton, Michigan, US",US,83,5,0
"Eau Claire, Wisconsin, US",US,22,0,0
"Echols, Georgia, US",US,4,0,0
"Ector, Texas, US",US,54,4,0
"Eddy, New Mexico, US",US,8,1,0
"Eddy, North Dakota, US",US,1,0,0
"Edgecombe, North Carolina, US",US,57,1,0
"Edgefield, South Carolina, US",US,12,0,0
"Edmonson, Kentucky, US",US,7,0,0
"Effingham, Georgia, US",US,25,1,0
"Effingham, Illinois, US",US,3,1,0
"El Dorado, California, US",US,36,0,0
"El Paso, Colorado, US",US,682,49,0
"El Paso, Texas, US",US,497,8,0
"Elbert, Colorado, US",US,22,1,0
"Elbert, Georgia, US",US,7,0,0
"Elk, Pennsylvania, US",US,2,0,0
"Elkhart, Indiana, US",US,149,3,0
"Elko, Nevada, US",US,11,1,0
"Ellis, Kansas, US",US,8,0,0
"Ellis, Texas, US",US,80,3,0
"Elmore, Alabama, US",US,62,1,0
"Elmore, Idaho, US",US,22,0,0
"Emanuel, Georgia, US",US,12,0,0
"Emmet, Michigan, US",US,19,2,0
"Emmons, North Dakota, US",US,0,1,0
"Emporia, Virginia, US",US,7,0,0
"Erath, Texas, US",US,12,1,0
"Erie, New York, US",US,2057,135,0
"Erie, Ohio, US",US,31,2,0
"Erie, Pennsylvania, US",US,58,0,0
"Escambia, Alabama, US",US,14,0,0
"Escambia, Florida, US",US,301,8,0
"Essex, Massachusetts, US",US,4944,209,0
"Essex, New Jersey, US",US,9564,740,0
"Essex, New York, US",US,18,0,0
"Essex, Vermont, US",US,2,0,0
"Essex, Virginia, US",US,2,0,0
"Etowah, Alabama, US",US,91,7,0
"Evangeline, Louisiana, US",US,43,0,0
"Evans, Georgia, US",US,2,0,0
"Fairbanks North Star, Alaska, US",US,78,1,0
"Fairfax, Virginia, US",US,1772,37,0
"Fairfax City, Virginia, US",US,11,0,0
"Fairfield, Connecticut, US",US,6987,447,0
"Fairfield, Ohio, US",US,95,2,0
"Fairfield, South Carolina, US",US,25,0,0
"Fall River, South Dakota, US",US,1,0,0
"Falls, Texas, US",US,1,0,0
"Falls Church, Virginia, US",US,0,0,0
"Fannin, Georgia, US",US,16,0,0
"Fannin, Texas, US",US,7,0,0
"Faribault, Minnesota, US",US,4,0,0
"Faulk, South Dakota, US",US,1,0,0
"Faulkner, Arkansas, US",US,60,2,0
"Fauquier, Virginia, US",US,39,0,0
"Fayette, Alabama, US",US,4,0,0
"Fayette, Georgia, US",US,134,5,0
"Fayette, Illinois, US",US,14,1,0
"Fayette, Indiana, US",US,18,4,0
"Fayette, Iowa, US",US,6,0,0
"Fayette, Kentucky, US",US,212,7,0
"Fayette, Ohio, US",US,13,0,0
"Fayette, Pennsylvania, US",US,63,3,0
"Fayette, Tennessee, US",US,44,1,0
"Fayette, Texas, US",US,15,0,0
"Fayette, West Virginia, US",US,5,0,0
"Federal Correctional Institution (FCI), Michigan, US",US,51,0,0
"Fentress, Tennessee, US",US,4,0,0
"Ferry, Washington, US",US,1,0,0
"Fillmore, Minnesota, US",US,10,0,0
"Finney, Kansas, US",US,34,1,0
"Flagler, Florida, US",US,73,2,0
"Flathead, Montana, US",US,36,1,0
"Fleming, Kentucky, US",US,2,0,0
"Florence, South Carolina, US",US,142,8,0
"Florence, Wisconsin, US",US,2,0,0
"Floyd, Georgia, US",US,114,8,0
"Floyd, Indiana, US",US,135,7,0
"Floyd, Kentucky, US",US,4,0,0
"Floyd, Texas, US",US,2,0,0
"Floyd, Virginia, US",US,1,0,0
"Fluvanna, Virginia, US",US,66,0,0
"Fond du Lac, Wisconsin, US",US,59,3,0
"Ford, Illinois, US",US,4,1,0
"Ford, Kansas, US",US,127,0,0
"Forest, Pennsylvania, US",US,7,0,0
"Forrest, Mississippi, US",US,140,4,0
"Forsyth, Georgia, US",US,193,7,0
"Forsyth, North Carolina, US",US,121,5,0
"Fort Bend, Texas, US",US,738,17,0
"Foster, North Dakota, US",US,1,0,0
"Fountain, Indiana, US",US,4,2,0
"Franklin, Alabama, US",US,17,0,0
"Franklin, Arkansas, US",US,1,0,0
"Franklin, Florida, US",US,2,0,0
"Franklin, Georgia, US",US,10,0,0
"Franklin, Illinois, US",US,5,0,0
"Franklin, Indiana, US",US,82,7,0
"Franklin, Iowa, US",US,1,0,0
"Franklin, Kansas, US",US,12,0,0
"Franklin, Kentucky, US",US,13,0,0
"Franklin, Louisiana, US",US,79,2,0
"Franklin, Maine, US",US,12,0,0
"Franklin, Massachusetts, US",US,155,26,0
"Franklin, Mississippi, US",US,16,0,0
"Franklin, Missouri, US",US,91,7,0
"Franklin, Nebraska, US",US,3,0,0
"Franklin, New York, US",US,13,0,0
"Franklin, North Carolina, US",US,61,8,0
"Franklin, Ohio, US",US,1484,29,0
"Franklin, Pennsylvania, US",US,111,0,0
"Franklin, Tennessee, US",US,25,1,0
"Franklin, Texas, US",US,1,0,0
"Franklin, Vermont, US",US,88,3,0
"Franklin, Virginia, US",US,15,0,0
"Franklin, Washington, US",US,187,4,0
"Franklin City, Virginia, US",US,15,0,0
"Frederick, Maryland, US",US,561,30,0
"Frederick, Virginia, US",US,81,0,0
"Fredericksburg, Virginia, US",US,17,0,0
"Freeborn, Minnesota, US",US,34,0,0
"Freestone, Texas, US",US,3,0,0
"Fremont, Colorado, US",US,10,0,0
"Fremont, Idaho, US",US,2,0,0
"Fremont, Wyoming, US",US,49,0,0
"Fresno, California, US",US,308,7,0
"Frio, Texas, US",US,1,0,0
"Fulton, Georgia, US",US,2035,75,0
"Fulton, Illinois, US",US,1,0,0
"Fulton, Indiana, US",US,6,0,0
"Fulton, Kentucky, US",US,1,0,0
"Fulton, New York, US",US,27,0,0
"Fulton, Ohio, US",US,17,0,0
"Fulton, Pennsylvania, US",US,2,0,0
"Furnas, Nebraska, US",US,2,0,0
"Gadsden, Florida, US",US,51,0,0
"Gage, Nebraska, US",US,27,1,0
"Gaines, Texas, US",US,2,0,0
"Galax, Virginia, US",US,1,0,0
"Gallatin, Illinois, US",US,2,0,0
"Gallatin, Kentucky, US",US,1,0,0
"Gallatin, Montana, US",US,143,0,0
"Gallia, Ohio, US",US,5,1,0
"Galveston, Texas, US",US,435,15,0
"Garfield, Colorado, US",US,68,2,0
"Garfield, Oklahoma, US",US,10,1,0
"Garland, Arkansas, US",US,107,0,0
"Garrard, Kentucky, US",US,1,0,0
"Garrett, Maryland, US",US,4,0,0
"Garvin, Oklahoma, US",US,10,0,0
"Gasconade, Missouri, US",US,2,0,0
"Gaston, North Carolina, US",US,108,3,0
"Gates, North Carolina, US",US,4,0,0
"Geary, Kansas, US",US,9,0,0
"Geauga, Ohio, US",US,96,4,0
"Gem, Idaho, US",US,10,0,0
"Genesee, Michigan, US",US,1125,115,0
"Genesee, New York, US",US,115,2,0
"Geneva, Alabama, US",US,4,0,0
"Gentry, Missouri, US",US,1,0,0
"George, Mississippi, US",US,9,1,0
"Georgetown, South Carolina, US",US,31,2,0
"Gibson, Indiana, US",US,5,0,0
"Gibson, Tennessee, US",US,31,0,0
"Gila, Arizona, US",US,7,0,0
"Gilchrist, Florida, US",US,4,0,0
"Giles, Tennessee, US",US,5,0,0
"Giles, Virginia, US",US,4,0,0
"Gillespie, Texas, US",US,1,0,0
"Gilmer, Georgia, US",US,11,0,0
"Gilpin, Colorado, US",US,1,0,0
"Glacier, Montana, US",US,4,0,0
"Glades, Florida, US",US,4,1,0
"Gladwin, Michigan, US",US,9,0,0
"Glenn, California, US",US,4,0,0
"Gloucester, New Jersey, US",US,713,24,0
"Gloucester, Virginia, US",US,21,0,0
"Glynn, Georgia, US",US,49,0,0
"Gogebic, Michigan, US",US,3,1,0
"Golden Valley, Montana, US",US,3,0,0
"Goliad, Texas, US",US,5,0,0
"Gonzales, Texas, US",US,2,0,0
"Goochland, Virginia, US",US,55,0,0
"Goodhue, Minnesota, US",US,19,0,0
"Gooding, Idaho, US",US,8,0,0
"Gordon, Georgia, US",US,59,5,0
"Goshen, Wyoming, US",US,3,0,0
"Gosper, Nebraska, US",US,5,0,0
"Gove, Kansas, US",US,1,0,0
"Grady, Georgia, US",US,30,1,0
"Grady, Oklahoma, US",US,19,1,0
"Grafton, New Hampshire, US",US,45,0,0
"Graham, Arizona, US",US,2,0,0
"Grainger, Tennessee, US",US,4,0,0
"Grand, Colorado, US",US,4,0,0
"Grand Forks, North Dakota, US",US,133,0,0
"Grand Isle, Vermont, US",US,3,0,0
"Grand Traverse, Michigan, US",US,14,4,0
"Grant, Arkansas, US",US,11,0,0
"Grant, Indiana, US",US,72,3,0
"Grant, Kentucky, US",US,15,1,0
"Grant, Louisiana, US",US,12,0,0
"Grant, New Mexico, US",US,13,0,0
"Grant, North Dakota, US",US,1,0,0
"Grant, Oklahoma, US",US,2,0,0
"Grant, Oregon, US",US,1,0,0
"Grant, Washington, US",US,141,2,0
"Grant, West Virginia, US",US,1,0,0
"Grant, Wisconsin, US",US,16,2,0
"Granville, North Carolina, US",US,105,5,0
"Gratiot, Michigan, US",US,7,1,0
"Graves, Kentucky, US",US,49,2,0
"Gray, Kansas, US",US,1,0,0
"Gray, Texas, US",US,17,0,0
"Grays Harbor, Washington, US",US,12,0,0
"Grayson, Kentucky, US",US,14,0,0
"Grayson, Texas, US",US,19,0,0
"Grayson, Virginia, US",US,0,0,0
"Green, Kentucky, US",US,1,0,0
"Green, Wisconsin, US",US,9,0,0
"Green Lake, Wisconsin, US",US,1,0,0
"Greenbrier, West Virginia, US",US,3,0,0
"Greene, Alabama, US",US,29,0,0
"Greene, Arkansas, US",US,8,0,0
"Greene, Georgia, US",US,42,1,0
"Greene, Illinois, US",US,1,0,0
"Greene, Indiana, US",US,39,3,0
"Greene, Iowa, US",US,1,0,0
"Greene, Mississippi, US",US,3,0,0
"Greene, Missouri, US",US,82,8,0
"Greene, New York, US",US,85,0,0
"Greene, North Carolina, US",US,14,0,0
"Greene, Ohio, US",US,36,2,0
"Greene, Pennsylvania, US",US,24,0,0
"Greene, Tennessee, US",US,28,2,0
"Greene, Virginia, US",US,8,0,0
"Greenlee, Arizona, US",US,2,0,0
"Greensville, Virginia, US",US,18,0,0
"Greenup, Kentucky, US",US,10,0,0
"Greenville, South Carolina, US",US,481,11,0
"Greenwood, Kansas, US",US,2,0,0
"Greenwood, South Carolina, US",US,36,0,0
"Greer, Oklahoma, US",US,50,5,0
"Gregg, Texas, US",US,52,0,0
"Grenada, Mississippi, US",US,20,0,0
"Grimes, Texas, US",US,9,1,0
"Grundy, Illinois, US",US,26,0,0
"Grundy, Iowa, US",US,4,0,0
"Grundy, Tennessee, US",US,24,1,0
"Guadalupe, New Mexico, US",US,1,0,0
"Guadalupe, Texas, US",US,57,0,0
"Guernsey, Ohio, US",US,11,0,0
"Guilford, North Carolina, US",US,163,13,0
"Gulf, Florida, US",US,1,0,0
"Gunnison, Colorado, US",US,111,3,0
"Guthrie, Iowa, US",US,4,0,0
"Gwinnett, Georgia, US",US,1061,38,0
"Habersham, Georgia, US",US,72,2,0
"Hale, Alabama, US",US,24,1,0
"Hale, Texas, US",US,10,2,0
"Halifax, North Carolina, US",US,31,1,0
"Halifax, Virginia, US",US,8,0,0
"Hall, Georgia, US",US,615,6,0
"Hall, Nebraska, US",US,453,4,0
"Hamblen, Tennessee, US",US,7,1,0
"Hamilton, Florida, US",US,3,0,0
"Hamilton, Illinois, US",US,1,0,0
"Hamilton, Indiana, US",US,548,35,0
"Hamilton, Iowa, US",US,2,0,0
"Hamilton, Kansas, US",US,1,0,0
"Hamilton, Nebraska, US",US,19,0,0
"Hamilton, New York, US",US,3,0,0
"Hamilton, Ohio, US",US,685,33,0
"Hamilton, Tennessee, US",US,104,12,0
"Hamilton, Texas, US",US,5,0,0
"Hamlin, South Dakota, US",US,2,0,0
"Hampden, Massachusetts, US",US,2126,211,0
"Hampshire, Massachusetts, US",US,310,7,0
"Hampshire, West Virginia, US",US,6,0,0
"Hampton, South Carolina, US",US,21,0,0
"Hampton, Virginia, US",US,82,1,0
"Hancock, Georgia, US",US,7,0,0
"Hancock, Illinois, US",US,3,0,0
"Hancock, Indiana, US",US,136,7,0
"Hancock, Iowa, US",US,3,0,0
"Hancock, Kentucky, US",US,6,0,0
"Hancock, Maine, US",US,6,0,0
"Hancock, Mississippi, US",US,47,5,0
"Hancock, Ohio, US",US,28,1,0
"Hancock, Tennessee, US",US,0,0,0
"Hancock, West Virginia, US",US,7,0,0
"Hanover, Virginia, US",US,84,0,0
"Hansford, Texas, US",US,1,0,0
"Haralson, Georgia, US",US,19,1,0
"Hardee, Florida, US",US,4,0,0
"Hardeman, Tennessee, US",US,7,0,0
"Hardin, Iowa, US",US,2,0,0
"Hardin, Kentucky, US",US,29,0,0
"Hardin, Ohio, US",US,17,0,0
"Hardin, Tennessee, US",US,4,0,0
"Hardin, Texas, US",US,73,2,0
"Hardy, West Virginia, US",US,3,0,0
"Harford, Maryland, US",US,204,6,0
"Harnett, North Carolina, US",US,55,3,0
"Harper, Oklahoma, US",US,1,0,0
"Harris, Georgia, US",US,37,2,0
"Harris, Texas, US",US,4748,75,0
"Harrison, Indiana, US",US,85,2,0
"Harrison, Iowa, US",US,13,0,0
"Harrison, Kentucky, US",US,16,0,0
"Harrison, Mississippi, US",US,139,5,0
"Harrison, Missouri, US",US,6,0,0
"Harrison, Ohio, US",US,2,0,0
"Harrison, Texas, US",US,40,4,0
"Harrison, West Virginia, US",US,29,1,0
"Harrisonburg, Virginia, US",US,236,0,0
"Hart, Georgia, US",US,6,0,0
"Hart, Kentucky, US",US,1,0,0
"Hartford, Connecticut, US",US,3056,295,0
"Hartley, Texas, US",US,1,0,0
"Harvey, Kansas, US",US,5,0,0
"Haskell, Oklahoma, US",US,2,0,0
"Hawaii, Hawaii, US",US,62,0,0
"Hawkins, Tennessee, US",US,25,2,0
"Hays, Texas, US",US,120,1,0
"Haywood, North Carolina, US",US,5,0,0
"Haywood, Tennessee, US",US,12,1,0
"Heard, Georgia, US",US,7,1,0
"Hemphill, Texas, US",US,1,0,0
"Hempstead, Arkansas, US",US,4,1,0
"Henderson, Illinois, US",US,2,0,0
"Henderson, Kentucky, US",US,28,0,0
"Henderson, North Carolina, US",US,109,11,0
"Henderson, Tennessee, US",US,4,0,0
"Henderson, Texas, US",US,13,0,0
"Hendricks, Indiana, US",US,454,17,0
"Hendry, Florida, US",US,41,0,0
"Hennepin, Minnesota, US",US,849,75,0
"Henrico, Virginia, US",US,522,62,0
"Henry, Alabama, US",US,17,0,0
"Henry, Georgia, US",US,360,7,0
"Henry, Illinois, US",US,30,0,0
"Henry, Indiana, US",US,30,1,0
"Henry, Iowa, US",US,26,1,0
"Henry, Kentucky, US",US,4,0,0
"Henry, Missouri, US",US,5,1,0
"Henry, Ohio, US",US,3,0,0
"Henry, Tennessee, US",US,9,0,0
"Henry, Virginia, US",US,10,0,0
"Herkimer, New York, US",US,46,3,0
"Hernando, Florida, US",US,81,3,0
"Hertford, North Carolina, US",US,8,1,0
"Hickman, Tennessee, US",US,2,0,0
"Hidalgo, New Mexico, US",US,0,0,0
"Hidalgo, Texas, US",US,252,3,0
"Highland, Ohio, US",US,7,0,0
"Highland, Virginia, US",US,0,0,0
"Highlands, Florida, US",US,64,6,0
"Hill, Montana, US",US,1,0,0
"Hill, Texas, US",US,9,1,0
"Hillsborough, Florida, US",US,941,19,0
"Hillsborough, New Hampshire, US",US,579,2,0
"Hillsdale, Michigan, US",US,79,11,0
"Hinds, Mississippi, US",US,332,5,0
"Hinsdale, Colorado, US",US,3,0,0
"Hocking, Ohio, US",US,4,0,0
"Hockley, Texas, US",US,15,1,0
"Hoke, North Carolina, US",US,23,0,0
"Holmes, Florida, US",US,6,0,0
"Holmes, Mississippi, US",US,54,4,0
"Holmes, Ohio, US",US,3,0,0
"Holt, Missouri, US",US,1,0,0
"Honolulu, Hawaii, US",US,379,6,0
"Hood, Texas, US",US,14,3,0
"Hood River, Oregon, US",US,4,0,0
"Hopewell, Virginia, US",US,16,0,0
"Hopkins, Kentucky, US",US,101,10,0
"Hopkins, Texas, US",US,4,0,0
"Horry, South Carolina, US",US,173,12,0
"Hot Spring, Arkansas, US",US,8,0,0
"Hot Springs, Wyoming, US",US,1,0,0
"Houghton, Michigan, US",US,2,0,0
"Houston, Alabama, US",US,64,2,0
"Houston, Georgia, US",US,156,10,0
"Houston, Minnesota, US",US,1,0,0
"Houston, Tennessee, US",US,4,0,0
"Houston, Texas, US",US,3,0,0
"Howard, Arkansas, US",US,14,0,0
"Howard, Indiana, US",US,64,4,0
"Howard, Iowa, US",US,4,0,0
"Howard, Maryland, US",US,503,12,0
"Howard, Missouri, US",US,2,0,0
"Howard, Nebraska, US",US,3,0,0
"Howard, Texas, US",US,0,1,0
"Howell, Missouri, US",US,5,0,0
"Hudson, New Jersey, US",US,9874,612,0
"Huerfano, Colorado, US",US,1,0,0
"Hughes, South Dakota, US",US,5,0,0
"Humboldt, California, US",US,52,0,0
"Humboldt, Nevada, US",US,24,2,0
"Humphreys, Mississippi, US",US,9,3,0
"Humphreys, Tennessee, US",US,7,0,0
"Hunt, Texas, US",US,24,2,0
"Hunterdon, New Jersey, US",US,389,18,0
"Huntingdon, Pennsylvania, US",US,13,0,0
"Huntington, Indiana, US",US,5,1,0
"Huron, Michigan, US",US,10,0,0
"Huron, Ohio, US",US,15,1,0
"Hutchinson, South Dakota, US",US,2,0,0
"Hutchinson, Texas, US",US,7,0,0
"Hyde, South Dakota, US",US,1,0,0
"Iberia, Louisiana, US",US,176,8,0
"Iberville, Louisiana, US",US,253,21,0
"Idaho, Idaho, US",US,3,0,0
"Imperial, California, US",US,152,3,0
"Independence, Arkansas, US",US,8,0,0
"Indian River, Florida, US",US,81,3,0
"Indiana, Pennsylvania, US",US,47,4,0
"Ingham, Michigan, US",US,302,6,0
"Inyo, California, US",US,18,0,0
"Ionia, Michigan, US",US,22,2,0
"Iosco, Michigan, US",US,10,1,0
"Iowa, Iowa, US",US,12,0,0
"Iowa, Wisconsin, US",US,6,0,0
"Iredell, North Carolina, US",US,78,3,0
"Iron, Missouri, US",US,2,0,0
"Iron, Wisconsin, US",US,1,1,0
"Iroquois, Illinois, US",US,13,0,0
"Irwin, Georgia, US",US,15,0,0
"Isabella, Michigan, US",US,45,7,0
"Isanti, Minnesota, US",US,5,0,0
"Island, Washington, US",US,158,8,0
"Isle of Wight, Virginia, US",US,86,0,0
"Itasca, Minnesota, US",US,2,0,0
"Itawamba, Mississippi, US",US,20,1,0
"Izard, Arkansas, US",US,2,0,0
"Jack, Texas, US",US,3,0,0
"Jackson, Alabama, US",US,36,2,0
"Jackson, Arkansas, US",US,1,0,0
"Jackson, Florida, US",US,8,0,0
"Jackson, Georgia, US",US,47,1,0
"Jackson, Illinois, US",US,38,4,0
"Jackson, Indiana, US",US,90,0,0
"Jackson, Iowa, US",US,4,0,0
"Jackson, Kansas, US",US,1,0,0
"Jackson, Kentucky, US",US,52,3,0
"Jackson, Louisiana, US",US,14,0,0
"Jackson, Michigan, US",US,238,10,0
"Jackson, Minnesota, US",US,2,0,0
"Jackson, Mississippi, US",US,199,6,0
"Jackson, Missouri, US",US,257,11,0
"Jackson, North Carolina, US",US,5,0,0
"Jackson, Ohio, US",US,5,0,0
"Jackson, Oklahoma, US",US,6,0,0
"Jackson, Oregon, US",US,49,0,0
"Jackson, Tennessee, US",US,6,0,0
"Jackson, Texas, US",US,4,0,0
"Jackson, West Virginia, US",US,99,1,0
"Jackson, Wisconsin, US",US,11,1,0
"James City, Virginia, US",US,139,2,0
"Jasper, Georgia, US",US,17,0,0
"Jasper, Illinois, US",US,19,1,0
"Jasper, Indiana, US",US,21,1,0
"Jasper, Iowa, US",US,36,0,0
"Jasper, Mississippi, US",US,22,1,0
"Jasper, Missouri, US",US,28,0,0
"Jasper, South Carolina, US",US,14,1,0
"Jasper, Texas, US",US,8,1,0
"Jay, Indiana, US",US,9,0,0
"Jeff Davis, Georgia, US",US,6,0,0
"Jefferson, Alabama, US",US,657,25,0
"Jefferson, Arkansas, US",US,112,6,0
"Jefferson, Colorado, US",US,921,36,0
"Jefferson, Florida, US",US,25,1,0
"Jefferson, Georgia, US",US,10,1,0
"Jefferson, Idaho, US",US,5,0,0
"Jefferson, Illinois, US",US,31,0,0
"Jefferson, Indiana, US",US,18,0,0
"Jefferson, Iowa, US",US,4,0,0
"Jefferson, Kansas, US",US,5,0,0
"Jefferson, Kentucky, US",US,754,60,0
"Jefferson, Louisiana, US",US,5310,282,0
"Jefferson, Mississippi, US",US,4,0,0
"Jefferson, Missouri, US",US,210,4,0
"Jefferson, Montana, US",US,2,0,0
"Jefferson, New York, US",US,54,0,0
"Jefferson, Ohio, US",US,28,0,0
"Jefferson, Oklahoma, US",US,1,0,0
"Jefferson, Oregon, US",US,1,0,0
"Jefferson, Pennsylvania, US",US,2,0,0
"Jefferson, Tennessee, US",US,14,1,0
"Jefferson, Texas, US",US,162,9,0
"Jefferson, Washington, US",US,29,0,0
"Jefferson, West Virginia, US",US,60,0,0
"Jefferson, Wisconsin, US",US,32,0,0
"Jefferson Davis, Louisiana, US",US,50,5,0
"Jefferson Davis, Mississippi, US",US,7,1,0
"Jenkins, Georgia, US",US,11,1,0
"Jennings, Indiana, US",US,63,1,0
"Jerauld, South Dakota, US",US,4,0,0
"Jerome, Idaho, US",US,42,2,0
"Jersey, Illinois, US",US,8,0,0
"Jessamine, Kentucky, US",US,32,0,0
"Jewell, Kansas, US",US,4,0,0
"Jim Wells, Texas, US",US,2,0,0
"Jo Daviess, Illinois, US",US,12,0,0
"Johnson, Arkansas, US",US,22,0,0
"Johnson, Georgia, US",US,32,1,0
"Johnson, Illinois, US",US,2,0,0
"Johnson, Indiana, US",US,379,32,0
"Johnson, Iowa, US",US,282,3,0
"Johnson, Kansas, US",US,342,30,0
"Johnson, Kentucky, US",US,1,0,0
"Johnson, Missouri, US",US,48,0,0
"Johnson, Nebraska, US",US,2,0,0
"Johnson, Tennessee, US",US,2,0,0
"Johnson, Texas, US",US,43,1,0
"Johnson, Wyoming, US",US,10,1,0
"Johnston, North Carolina, US",US,114,9,0
"Johnston, Oklahoma, US",US,3,0,0
"Jones, Georgia, US",US,17,0,0
"Jones, Iowa, US",US,14,0,0
"Jones, Mississippi, US",US,70,0,0
"Jones, North Carolina, US",US,8,1,0
"Jones, Texas, US",US,4,0,0
"Josephine, Oregon, US",US,18,1,0
"Juneau, Alaska, US",US,24,0,0
"Juneau, Wisconsin, US",US,9,1,0
"Juniata, Pennsylvania, US",US,70,0,0
"Kalamazoo, Michigan, US",US,157,9,0
"Kalkaska, Michigan, US",US,15,2,0
"Kanawha, West Virginia, US",US,127,0,0
"Kandiyohi, Minnesota, US",US,2,0,0
"Kane, Illinois, US",US,575,30,0
"Kankakee, Illinois, US",US,263,12,0
"Kansas City, Missouri, US",US,405,13,0
"Karnes, Texas, US",US,3,0,0
"Kauai, Hawaii, US",US,21,0,0
"Kaufman, Texas, US",US,42,0,0
"Kay, Oklahoma, US",US,42,4,0
"Kearney, Nebraska, US",US,4,0,0
"Kearny, Kansas, US",US,1,0,0
"Kemper, Mississippi, US",US,19,0,0
"Kenai Peninsula, Alaska, US",US,19,0,0
"Kendall, Illinois, US",US,132,3,0
"Kendall, Texas, US",US,14,0,0
"Kennebec, Maine, US",US,93,4,0
"Kenosha, Wisconsin, US",US,243,5,0
"Kent, Delaware, US",US,407,10,0
"Kent, Maryland, US",US,17,1,0
"Kent, Michigan, US",US,478,25,0
"Kent, Rhode Island, US",US,316,0,0
"Kenton, Kentucky, US",US,139,10,0
"Keokuk, Iowa, US",US,3,0,0
"Kern, California, US",US,620,3,0
"Kerr, Texas, US",US,4,0,0
"Kershaw, South Carolina, US",US,189,8,0
"Ketchikan Gateway, Alaska, US",US,15,0,0
