ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
36,AEROCARIBBEAN AIRLINES,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
173,"ANGLO-CARIBBEAN CO., LTD.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
306,BANCO NACIONAL DE CUBA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'BNC'.
424,BOUTIQUE LA MAISON,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
475,CASA DE CUBA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
480,"CECOEX, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
535,CIMEX,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
536,CIMEX IBERICA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
537,"CIMEX, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
540,"COMERCIAL IBEROAMERICANA, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
551,"COMERCIAL CIMEX, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
552,"COMERCIAL DE RODAJES Y MAQUINARIA, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
555,COMERCIALIZACION DE PRODUCTOS VARIOS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
559,COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
576,"CORPORACION CIMEX, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
578,COTEI,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
589,"CRYMSA - ARGENTINA, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
590,CUBACANCUN CIGARS AND GIFT SHOPS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
591,CUBAEXPORT,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
592,CUBAFRUTAS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
593,CUBAN CIGARS TRADE,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
621,CUBANATUR,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
622,CUBATABACO,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
636,"CUMEXINT, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
651,"DELVEST HOLDING, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
701,EDICIONES CUBANAS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
702,"EDYJU, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
735,EMPRESA CUBANA DE AVIACION,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
751,EMPRESA CUBANA DE PESCADOS Y MARISCOS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'CARIBEX'.
758,EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
767,ETCO INTERNATIONAL COMMODITIES LTD.,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
768,"ETCO INTERNATIONAL COMPANY, LIMITED",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
815,"GALAX TRADING CO., LTD.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
906,HAVIN BANK LIMITED,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC HAVIGB2L; Website www.havanaintbank.co.uk; alt. Website www.hib.uk.com; Company Number 01074897 (United Kingdom).
907,HAVANATUR,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1042,INSTITUTO NACIONAL DE TURISMO DE CUBA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1043,INTERCONSULT,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1241,"KAVE, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1287,LA EMPRESA CUBANA DE FLETES,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1316,"LEVERAGE, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1555,NIREF,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1570,NORDSTRAND LTD.,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1571,NORDSTRAND MARITIME AND TRADING COMPANY,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1641,PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1660,"PESCABRAVA, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1700,PRELASA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1701,PRENSA LATINA CANADA LTD.,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1702,PRENSA LATINA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
1888,"SERVINAVES, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
2109,"TROBER, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
2110,TROPIC TOURS GMBH,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
2184,"VIAJES GUAMA, S.A.",-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
2186,VINALES TOURS,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
2831,MIDCO FINANCE S.A.,-0- ,IRAQ2,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,US FEIN CH-660-0-469-982-0 (United States); Switzerland.
3748,COBALT REFINERY CO. INC.,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
3749,LA COMPANIA GENERAL DE NIQUEL,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
3750,INTERNATIONAL COBALT CO. INC.,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
3751,MOA NICKEL SA,-0- ,CUBA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4267,AGROPECUARIA BETANIA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4268,AGROPECUARIA Y REFORESTADORA HERREBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4302,CONCRETOS CALI S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4303,CONSTRUCTORA DIMISA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4359,CRIADERO DE POLLOS EL ROSAL S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800146749-7 (Colombia).
4360,ADMINISTRACION INMOBILIARIA BOLIVAR S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800149060-5 (Colombia).
4361,INMOBILIARIA U.M.V. S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4364,INVERSIONES EL PENON S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4367,INVERSIONES HERREBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4374,INVERSIONES Y CONSTRUCCIONES VALLE S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4444,SOCIEDAD CONSTRUCTORA Y ADMINISTRADORA DEL VALLE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4454,VALLE COMUNICACIONES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4457,VIAJES MERCURIO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4486,AGROPECUARIA LA ROBLEDA S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800160353-2 (Colombia).
4487,COMERCIAL DE NEGOCIOS CLARIDAD Y CIA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800080719-0 (Colombia).
4488,COMERCIALIZADORA EXPERTA Y CIA. S. EN C.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800075687-3 (Colombia).
4489,CONSTRUCTORA ALTOS DEL RETIRO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890329139-8 (Colombia).
4490,CONSTRUVIDA S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800108122-8 (Colombia).
4491,CONSULTORIA EMPRESARIAL ESPECIALIZADA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800109042-1 (Colombia).
4492,GANADERIAS DEL VALLE S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800119808-9 (Colombia).
4493,IMPORTADORA Y COMERCIALIZADORA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800152058-0 (Colombia).
4495,INDUSTRIA MADERERA ARCA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800122866-7 (Colombia).
4496,INMOBILIARIA BOLIVAR LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890330573-3 (Colombia).
4497,INMOBILIARIA GALES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800061287-1 (Colombia).
4499,INVERSIONES AGRICOLAS AVICOLAS Y GANADERAS LA CARMELITA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800052898-1 (Colombia).
4500,INVERSIONES ARIO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890328888-1 (Colombia).
4501,INVERSIONES CULZAT GUEVARA Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 860065523-1 (Colombia).
4502,INVERSIONES VILLA PAZ S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800091083-2 (Colombia).
4504,MERCAVICOLA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800086338-5 (Colombia).
4505,PROHUEVO DE COLOMBIA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800089683-5 (Colombia).
4506,PROCESADORA DE POLLOS SUPERIOR S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800074991-3 (Colombia).
4507,VALLE DE ORO S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890331067-2 (Colombia).
4579,MANAURE S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800160353-2 (Colombia).
4581,VALLADARES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890329123-0 (Colombia).
4632,BANK MARKAZI JOMHOURI ISLAMI IRAN,-0- ,IRAN] [SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE; Linked To: HIZBALLAH.
4633,BANK MASKAN,-0- ,IRAN] [IRAN-EO13902,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.bank-maskan.ir; Additional Sanctions Information - Subject to Secondary Sanctions; all offices worldwide.
4635,BANK REFAH KARGARAN,-0- ,IRAN] [IRAN-EO13902,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.bankrefah.ir; alt. Website www.refah-bank.ir; Additional Sanctions Information - Subject to Secondary Sanctions; all offices worldwide.
4639,BANK KESHAVARZI IRAN,-0- ,IRAN] [IRAN-EO13902,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.agri-bank.com; alt. Website www.bki.ir; Additional Sanctions Information - Subject to Secondary Sanctions; all offices worldwide.
4642,BANK SADERAT PLC,-0- ,IRAN] [SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; UK Company Number 01126618 (United Kingdom); all offices worldwide.
4688,ABU SAYYAF GROUP,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4690,ARMED ISLAMIC GROUP,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'GIA'.
4691,AUM SHINRIKYO,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4693,EUZKADI TA ASKATASUNA,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'ETA'; a.k.a. 'K.A.S.'.
4694,GAMA'A AL-ISLAMIYYA,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'IG'; a.k.a. 'GI'.
4695,HAMAS,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4696,HARAKAT UL-MUJAHIDEEN,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'HUA'; a.k.a. 'HUM'.
4697,HIZBALLAH,-0- ,FTO] [SDGT] [SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; a.k.a. 'LH'; a.k.a. 'FOREIGN RELATIONS DEPARTMENT'; a.k.a. 'FRD'; a.k.a. 'EXTERNAL SECURITY ORGANIZATION'; a.k.a. 'ESO'; a.k.a. 'FOREIGN ACTION UNIT'; a.k.a. 'SPECIAL OPERATIONS BRANCH'; a.k.a. 'EXTERNAL SERVICES ORGANIZATION'.
4700,KAHANE CHAI,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'CARD'.
4702,KURDISTAN WORKERS' PARTY,-0- ,SDNTK] [FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'HSK'; a.k.a. 'KHK'.
4703,LIBERATION TIGERS OF TAMIL EELAM,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4706,NATIONAL LIBERATION ARMY,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4707,PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4708,PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4709,POPULAR FRONT FOR THE LIBERATION OF PALESTINE,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4710,POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4711,REVOLUTIONARY ARMED FORCES OF COLOMBIA,-0- ,SDNTK] [FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4713,REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
4714,REVOLUTIONARY PEOPLE'S STRUGGLE,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'ELA'; a.k.a. 'JUNE 78'.
4715,SHINING PATH,-0- ,SDNTK] [FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'SL'; a.k.a. 'PCP'; a.k.a. 'EPL'.
4717,DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6336,AGRICOLA SONGO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890115794-3 (Colombia).
6339,"DESARROLLOS URBANOS, LTDA.",-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890108104-2 (Colombia).
6340,EDIFICACIONES DEL CARIBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890108103-5 (Colombia).
6341,GRAN COMPANIA DE HOTELES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800011606-2 (Colombia).
6343,HOTELES E INMUEBLES DE COLOMBIA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800013139-3 (Colombia).
6344,INMOBILIARIA DEL CARIBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890108105-1 (Colombia).
6345,INMOBILIARIA HOTELERA DEL CARIBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800012713-7 (Colombia).
6346,INVERSIONES HOTELERAS DEL LITORAL LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800011604-8 (Colombia).
6348,INVERSIONES PRADO TRADE CENTER LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800236713-9 (Colombia).
6351,NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890108102-8 (Colombia).
6355,PROMOTORA HOTEL BARRANQUILLA LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890111684-3 (Colombia).
6356,SURAMERICANA DE HOTELES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800011603-0 (Colombia).
6366,AL QA'IDA,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6526,ALKALA ASOCIADOS S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800108121-0 (Colombia).
6528,C.N.A. PUBLICIDAD LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 802002664-9 (Colombia).
6529,CAMPO VERDE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800204479-2 (Colombia).
6531,COLOMBIANA DE CERDOS LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800018928-0 (Colombia).
6533,COMPANIA ADMINISTRADORA DE VIVIENDA S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800032419-1 (Colombia).
6535,CONSTRUCTORA EL NOGAL S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800051378-9 (Colombia).
6539,DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800117780-2 (Colombia).
6542,INVERSIONES EL GRAN CRISOL LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800001330-2 (Colombia).
6545,INVERSIONES NAMOS Y CIA. LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800182475-7 (Colombia).
6547,K. P. TO JEANS WEAR S. DE H.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800211718-7 (Colombia).
6550,MATADERO METROPOLITANO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 891412986-8 (Colombia).
6556,SAN MATEO S.A.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890330910-2 (Colombia).
6563,TITOS BOLO CLUB,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890108148-6 (Colombia).
6565,VILLA DE ARTE S. DE H.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800125346-2 (Colombia).
6636,TALIBAN,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6661,AGROINVERSORA URDINOLA HENAO Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800042180-1 (Colombia).
6663,COMERCIALIZADORA DE CARNES LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800076369-0 (Colombia).
6666,CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800094652-7 (Colombia).
6667,CONSTRUCTORA UNIVERSAL LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800112051-9 (Colombia).
6669,EXPLOTACIONES AGRICOLAS Y GANADERAS LA LORENA S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800083192-3 (Colombia).
6672,INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800068160-5 (Colombia).
6673,INVERSIONES EL EDEN S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800083195-5 (Colombia).
6680,SERVIAUTOS UNO A 1A LIMITADA,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800032413-8 (Colombia).
6719,AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800021615-1 (Colombia).
6720,COMPANIA AGROINVERSORA HENAGRO LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800084326-8 (Colombia).
6721,DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800160475-2 (Colombia).
6722,MAQUINARIA TECNICA Y TIERRAS LTDA.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800084233-1 (Colombia).
6723,ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800157331-1 (Colombia).
6725,ISLAMIC MOVEMENT OF UZBEKISTAN,-0- ,FTO] [SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'IMU'.
6726,CAVIEDES DILEO Y CIA. S.C.S.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800113437-2 (Colombia).
6730,HAPPY DAYS S. DE H.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 802003826-1 (Colombia).
6733,VESTIMENTA J Y J S. DE H.,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 802001338-8 (Colombia).
6824,INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A,-0- ,SDNT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 890302172-4 (Colombia).
