ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
15046,DOVER,vessel,IRAN,-0- ,9HEU9,Crude Oil Tanker,"299,500","160,576",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9218466; MMSI 256872000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15047,DEVON,vessel,IRAN,-0- ,9HEF9,Crude Oil Tanker,"299,500","160,576",None Identified,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9218454; MMSI 256864000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15048,DOWNY,vessel,IRAN,-0- ,9HED9,Crude Oil Tanker,"296,894","160,576",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9218480; MMSI 256861000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15049,FOREST,vessel,IRAN,-0- ,T2DM4,Chemical/Products Tanker,"35,124","25,214",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9283760; MMSI 572438210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15050,HERO II,vessel,IRAN,-0- ,T2EJ4,Crude Oil Tanker,"317,355","163,650",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tuvalu; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9362073; MMSI 572459210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15051,HENNA,vessel,IRAN,-0- ,T2EQ4,Crude Oil Tanker,"299,242","160,930",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9212929; MMSI 572465210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15052,AMBER,vessel,IRAN,-0- ,5IM 597,Crude Oil Tanker,"317,356","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357406; MMSI 677049700; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15053,HASNA,vessel,IRAN,-0- ,5IM600,Crude Oil Tanker,"299,229","160,930",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9212917; MMSI 677050000; f.k.a. 'MARINA'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15054,HUGE,vessel,IRAN,-0- ,T2EG4,Crude Oil Tanker,"317,367","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357183; MMSI 212256000; f.k.a. 'GLORY'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15055,HAPPINESS I,vessel,IRAN] [SDGT,-0- ,T2ER4,Crude Oil Tanker,"299,214","160,930",Iran,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; alt. Former Vessel Flag Panama; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9212905; MMSI 256875000; Linked To: NATIONAL IRANIAN TANKER COMPANY; Linked To: HOKOUL SAL OFFSHORE.
15056,HELM,vessel,IRAN,-0- ,T2DZ4,Crude Oil Tanker,"317,356","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357391; MMSI 572450210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15057,HERBY,vessel,IRAN,-0- ,T2EH4,Crude Oil Tanker,"317,356","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9362059; MMSI 572458210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15058,HILDA I,vessel,IRAN,-0- ,5IM 596,Crude Oil Tanker,"317,367","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357389; MMSI 677049600; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15059,HORSE,vessel,IRAN,-0- ,T2EA4,Crude Oil Tanker,"317,367","163,660",Panama,-0- ,Former Vessel Flag Cyprus; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9362061; MMSI 209511000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15060,HALTI,vessel,IRAN,-0- ,9HEK9,Crude Oil Tanker,"299,261","160,930",Panama,-0- ,Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9212890; MMSI 256870000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15061,HEDY,vessel,IRAN,-0- ,9HEJ9,Crude Oil Tanker,"299,242","160,930",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9212888; MMSI 256869000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15062,IMICO NEKA 455,vessel,IRAN,-0- ,-0- ,Shuttle Tanker,"63,000","40,800",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9404546; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15063,IMICO NEKA 456,vessel,IRAN,-0- ,-0- ,Shuttle Tanker,"63,000","40,800",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9404558; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15064,IMICO NEKA 457,vessel,IRAN,-0- ,-0- ,Shuttle Tanker,"63,000","40,800",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9404560; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15065,IRAN FAHIM,vessel,IRAN,-0- ,-0- ,Chemical/Products Tanker,"34,900","26,561",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9286140; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15066,IRAN FALAGH,vessel,IRAN,-0- ,-0- ,Chemical/Products Tanker,"34,900","25,000",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9286152; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15068,FORTUNE,vessel,IRAN,-0- ,9BAC,Chemical/Products Tanker,"35,155","25,214",Panama,-0- ,Former Vessel Flag Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9283746; MMSI 422303000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15070,MARIVAN,vessel,IRAN,-0- ,EQKH,Bunkering Tanker,640,478,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8517243; MMSI 422143000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15071,NYOS,vessel,IRAN,-0- ,T2DS4,Crude Oil Tanker,"298,731","156,809",None Identified,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9079080; MMSI 572443210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15072,NAINITAL,vessel,IRAN,-0- ,T2DR4,Crude Oil Tanker,"298,731","156,809",None Identified,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9079092; MMSI 572442210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15073,NASHA,vessel,IRAN,-0- ,T2DP4,Crude Oil Tanker,"298,732","156,809",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9079107; MMSI 572440210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15074,NAVARZ,vessel,IRAN,-0- ,T2DQ4,Crude Oil Tanker,"298,731","156,809",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9079078; MMSI 572441210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15075,BELEMA LIGHT CRUDE,vessel,IRAN,-0- ,9HES9,Crude Oil Tanker,"298,732","156,809",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9079066; MMSI 256882000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15076,SEA STAR III,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,"318,000","165,000",Panama,-0- ,Former Vessel Flag Tuvalu; alt. Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569205; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15077,SABITI,vessel,IRAN,-0- ,5IM591,Crude Oil Tanker,"159,681","81,479",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9172040; MMSI 677049100; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15078,SARDASHT,vessel,IRAN,-0- ,EQKG,Landing Craft,640,478,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8517231; MMSI 422142000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15079,SALINA,vessel,IRAN,-0- ,9HNZ9,Crude Oil Tanker,"163,870","85,462",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Seychelles; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357377; MMSI 249257000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15080,SILVIA I,vessel,IRAN,-0- ,5IM590,Crude Oil Tanker,"159,711","81,479",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9172052; MMSI 677049000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15081,SOL,vessel,IRAN,-0- ,5IM 594,Crude Oil Tanker,"159,758","81,479",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9171462; MMSI 677049400; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15082,STARK I,vessel,IRAN,-0- ,5IM 595,Crude Oil Tanker,"159,681","81,479",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9171450; MMSI 677049500; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15083,SANCHI,vessel,IRAN,-0- ,T2EF4,Crude Oil Tanker,"164,154","85,462",None Identified,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9356608; MMSI 572455210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15084,SANA,vessel,IRAN,-0- ,T2DY4,Crude Oil Tanker,"164,154","85,462",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357353; MMSI 572449210; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15085,SONIA I,vessel,IRAN,-0- ,9HNY9,Crude Oil Tanker,"164,154","85,462",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag None Identified; alt. Former Vessel Flag Seychelles; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357365; MMSI 249256000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15086,SEA CLIFF,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,"318,000","165,000",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569657; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15087,STREAM,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,"318,000","165,000",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569633; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15088,SERENA,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,"318,000","165,000",Panama,-0- ,Former Vessel Flag Malta; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569645; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15089,SNOW,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,"318,000","165,000",Panama,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tuvalu; alt. Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569619; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15090,SINOPA,vessel,IRAN] [SDGT,-0- ,5IM584,Crude Oil Tanker,"159,681","81,479",Iran,-0- ,Former Vessel Flag Malta; alt. Former Vessel Flag Tanzania; alt. Former Vessel Flag Panama; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9172038; MMSI 677048400; Linked To: NATIONAL IRANIAN TANKER COMPANY; Linked To: HOKOUL SAL OFFSHORE.
15091,TOLOU,vessel,IRAN,-0- ,EQOD,Crew/Supply Vessel,250,178,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8318178; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15092,VALFAJR2,vessel,IRAN,-0- ,EQOX,Tug,650,419,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8400103; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15093,YAGHOUB,vessel,IRAN,-0- ,EQOE,Platform Supply Ship,950,"1,019",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8316168; MMSI 422150000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15094,YANGZHOU DAYANG DY905,vessel,IRAN,-0- ,-0- ,LPG Tanker,"11,750","8,750",Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9575424; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15095,YOUSEF,vessel,IRAN,-0- ,EQOG,Offshore Tug/Supply Ship,"1,050",584,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8316106; MMSI 422144000; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15722,AURA,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Mongolia,-0- ,Former Vessel Flag Liberia; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9013749.
15723,BRIGHT,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Mongolia,-0- ,Former Vessel Flag Liberia; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9005235.
15724,ATLANTIC,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Liberia,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9107655.
15725,DESTINY,vessel,IRAN] [SDGT,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Iran,-0- ,Former Vessel Flag Liberia; alt. Former Vessel Flag Mongolia; alt. Former Vessel Flag Panama; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9177155; Linked To: NATIONAL IRANIAN TANKER COMPANY; Linked To: HOKOUL SAL OFFSHORE.
15726,BICAS,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Liberia,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9077850.
15727,FELICITY,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,Former Vessel Flag Panama; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9183934; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15729,HUMANITY,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,Former Vessel Flag Panama; alt. Former Vessel Flag Mongolia; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9180281.
15730,CARIBO,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9011246.
15859,BADR,vessel,IRAN,-0- ,EQJU,-0- ,-0- ,-0- ,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8407345; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15902,STARLA,vessel,IRAN,-0- ,5IM316,Crude Oil Tanker,-0- ,-0- ,Panama,NITC,Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569621; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15903,DANIEL,vessel,IRAN,-0- ,5IM656,Crude Oil Tanker,-0- ,-0- ,Panama,NITC,Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569683; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15904,DINO I,vessel,IRAN,-0- ,5IM411,Crude Oil Tanker,-0- ,-0- ,Panama,NITC,Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569671; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15905,MARIA III,vessel,IRAN,-0- ,-0- ,LPG Tanker,-0- ,-0- ,Panama,NITC,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9615092; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15906,DORENA,vessel,IRAN,-0- ,5IM632,Crude Oil Tanker,-0- ,-0- ,Panama,NITC,Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569669; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15907,YOUNES,vessel,IRAN,-0- ,EQYY,Platform Supply Ship,-0- ,-0- ,Iran,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8212465; Linked To: NATIONAL IRANIAN TANKER COMPANY.
15908,DAN,vessel,IRAN,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357729; Linked To: NATIONAL IRANIAN TANKER COMPANY.
17069,CHONG CHON GANG,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 7937317."
17084,AM NOK GANG,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8132835."
17085,BAEK MA KANG,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 7944683."
17086,DAI HONG DAN,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 7944695."
17087,HWANG GUM SAN 2,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8405270."
17088,HYOK SIN 2,vessel,DPRK,-0- ,-0- ,Bulk Carrier,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8018900."
17089,JANG JA SAN CHONG NYON HO,vessel,DPRK,-0- ,-0- ,Bulk Carrier,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8133530."
17090,JON JIN 2,vessel,DPRK,-0- ,-0- ,Bulk Carrier,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8018912."
17091,DOK CHON,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 7411260."
17092,MU DU BONG,vessel,DPRK,-0- ,-0- ,General Cargo,-0- ,-0- ,Democratic People's Republic of Korea,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 8328197."
